collection_no,occurrences.class_name,occurrences.order_name,occurrences.family_name,occurrences.genus_reso,occurrences.genus_name,occurrences.species_reso,occurrences.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collections.country,collections.paleolatdec,collections.paleolngdec,collections.stage,collections.10mybin,collections.ma_max,collections.ma_min,collections.lithology1,collections.environment
94332,Anthozoa,Scleractinia,Actinastreidae,,Actinastrea,,crassoramosa,,,,,Ethiopia,-7.77,26.60,Oxfordian,"Jurassic 5",161.200,155.700,framestone,"reef, buildup or bioherm"
94332,Anthozoa,Scleractinia,Placocoeniidae,,Columnocoenia,,gemmans,,,,,Ethiopia,-7.77,26.60,Oxfordian,"Jurassic 5",161.200,155.700,framestone,"reef, buildup or bioherm"
94335,Anthozoa,Scleractinia,Actinastreidae,,Actinastrea,,crassoramosa,,,,,Ethiopia,-7.76,26.61,Oxfordian,"Jurassic 5",161.200,155.700,framestone,"reef, buildup or bioherm"
94336,Anthozoa,Scleractinia,Stylinidae,,Cryptocoenia,,slovenica,,,,,Ethiopia,-7.76,26.60,Oxfordian,"Jurassic 5",161.200,155.700,"""reef rocks""","perireef or subreef"
94337,Anthozoa,Scleractinia,Actinastreidae,,Actinastrea,,crassoramosa,,,,,Ethiopia,-7.76,26.60,Oxfordian,"Jurassic 5",161.200,155.700,"""reef rocks""","perireef or subreef"
94337,Anthozoa,Scleractinia,Stylinidae,,Cryptocoenia,,slovenica,,,,,Ethiopia,-7.76,26.60,Oxfordian,"Jurassic 5",161.200,155.700,"""reef rocks""","perireef or subreef"
94338,Anthozoa,Scleractinia,Stylinidae,,Cryptocoenia,,slovenica,,,,,Ethiopia,-7.77,26.60,Oxfordian,"Jurassic 5",161.200,155.700,packstone,"perireef or subreef"
94338,Anthozoa,Scleractinia,Amphiastraeidae,,Lochmaeosmilia,,trapeziformis,,,,,Ethiopia,-7.77,26.60,Oxfordian,"Jurassic 5",161.200,155.700,packstone,"perireef or subreef"
94338,Anthozoa,Scleractinia,Actinastreidae,,Actinastrea,,crassoramosa,,,,,Ethiopia,-7.77,26.60,Oxfordian,"Jurassic 5",161.200,155.700,packstone,"perireef or subreef"
94339,Anthozoa,Scleractinia,Actinastreidae,,Actinastrea,,crassoramosa,,,,,Ethiopia,-7.76,26.60,Oxfordian,"Jurassic 5",161.200,155.700,packstone,"perireef or subreef"
94339,Anthozoa,Scleractinia,Isastreidae,,Isastrea,,sp.,,,,,Ethiopia,-7.76,26.60,Oxfordian,"Jurassic 5",161.200,155.700,packstone,"perireef or subreef"
94339,,,,,Trypanites,,sp.,,,,,Ethiopia,-7.76,26.60,Oxfordian,"Jurassic 5",161.200,155.700,packstone,"perireef or subreef"
94339,,,,,Gastrochaenolites,,sp.,,,,,Ethiopia,-7.76,26.60,Oxfordian,"Jurassic 5",161.200,155.700,packstone,"perireef or subreef"
94455,Anthozoa,Scleractinia,Amphiastraeidae,,Lochmaeosmilia,,trapeziformis,,,,,Ethiopia,-7.77,26.60,Oxfordian,"Jurassic 5",161.200,155.700,"lime mudstone","open shallow subtidal"
94456,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94457,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94458,Holothuroidea,Apodida,Achistridae,,Achistrum,,issleri,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94458,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94458,Holothuroidea,Apodida,Achistridae,,Achistrum,,gamma,,Achistrum,,gamma,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94459,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"deep subtidal indet."
94459,Holothuroidea,Apodida,,,Theelia,,convexa,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"deep subtidal indet."
94460,Holothuroidea,Apodida,Achistridae,,Achistrum,,spp.,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"deep subtidal indet."
94460,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"deep subtidal indet."
94460,Holothuroidea,,Priscopedatidae,,Priscopedatus,,spp.,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,sandstone,"deep subtidal indet."
94461,Holothuroidea,,Stichopitidae,,Rhabdotites,,dorsetensis,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94461,Holothuroidea,Apodida,Achistridae,,Achistrum,,spp.,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94461,Holothuroidea,Apodida,Achistridae,,Achistrum,,issleri,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94461,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94461,Holothuroidea,Apodida,Achistridae,,Achistrum,,bichordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94461,Holothuroidea,,Priscopedatidae,,Priscopedatus,,spp.,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94461,Holothuroidea,Apodida,,,Theelia,,convexa,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94461,Holothuroidea,Apodida,Achistridae,,Adencrum,,sp.,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94462,Holothuroidea,Apodida,Achistridae,,Achistrum,,issleri,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94462,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94462,Holothuroidea,,Stichopitidae,,Rhabdotites,,dorsetensis,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94462,Holothuroidea,,Priscopedatidae,,Priscopedatus,,spp.,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94462,Holothuroidea,Apodida,,,Theelia,,convexa,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94462,Holothuroidea,Apodida,Synaptitidae,,Synaptites,,sp.,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94463,Holothuroidea,Apodida,Achistridae,,Achistrum,,spp.,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94465,Holothuroidea,Apodida,Achistridae,,Achistrum,,spp.,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94465,Holothuroidea,Apodida,Achistridae,,Achistrum,,issleri,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94465,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94465,Holothuroidea,Apodida,Achistridae,,Achistrum,,gamma,,Achistrum,,gamma,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94465,Holothuroidea,,Stichopitidae,,Rhabdotites,,dorsetensis,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94465,Holothuroidea,Apodida,,,Theelia,,convexa,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94466,Holothuroidea,Apodida,Achistridae,,Achistrum,,issleri,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94466,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94466,Holothuroidea,Apodida,,,Theelia,,convexa,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94467,Holothuroidea,Apodida,Achistridae,,Achistrum,,monochordata,,,,,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94467,Holothuroidea,Apodida,Achistridae,,Achistrum,,gamma,,Achistrum,,gamma,"United Kingdom",40.60,7.88,Oxfordian,"Jurassic 5",161.200,155.700,mudstone,"deep subtidal indet."
94491,Bivalvia,Pterioida,Gryphaeidae,,Exogyra,,sp.,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pterioida,Gryphaeidae,,Gryphaea,,sp.,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pectinoida,Plicatulidae,,Plicatula,,sp.,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Limoida,Limidae,,Lima,cf.,virgulina,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Limoida,Limidae,,Lima,cf.,aequilatera,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Limoida,Limidae,,Lima,"n. sp.",subdensepunctata,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Limoida,Limidae,,Lima,,densepunctata,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pectinoida,Pectinidae,,Hinnites,,inaequistriatus,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pterioida,Pteriidae,,Avicula,cf.,gessneri,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Mytiloida,Mytilidae,,Modiola,,perplicata,,Mytilus,,perplicatus,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Mytiloida,Mytilidae,,Mytilus,,jurensis,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Mytiloida,Mytilidae,,Mytilus,aff.,subpectinatus,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Mytiloida,Mytilidae,,Modiola,"n. sp.",pantanellii,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Mytiloida,Mytilidae,,Lithophaga,,vietus,,Lithophagus,cf.,vietus,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pterioida,Pinnidae,,Pinna,,constantini,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pterioida,Pinnidae,,Pinna,,sp.,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Arcoida,Arcidae,,Arca,cf.,choffati,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Arcoida,Arcidae,,Arca,cf.,sublata,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Veneroida,Cardiidae,,Integricardium,,bannesianum,,Cardium,,bannesianum,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Veneroida,Cardiidae,,Cardium,cf.,moricinum,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Veneroida,Cardiidae,,Cardium,,sp.,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Veneroida,Mactromyidae,?,Unicardium,,excentricum,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Veneroida,Mactromyidae,?,Mactromya,,verioti,?,Unicardium,,verioti,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Veneroida,Ceratomyopsidae,,Ceratomyopsis,,striata,,Isocardia,,striata,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Anomalodesmata,Pholadomyidae,,Pholadomya,,ragazzii,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Anomalodesmata,Pholadomyidae,,Pholadomya,cf.,acuminata,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Anomalodesmata,Pholadomyidae,,Pholadomya,,paucicosta,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Anomalodesmata,Pholadomyidae,,Pholadomya,,protei,,Pholadomya,,protei,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Anomalodesmata,Pholadomyidae,,Pholadomya,"n. sp.",cuneiformis,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Anomalodesmata,Pholadomyidae,,Pholadomya,cf.,constricta,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Anomalodesmata,Laternulidae,,Plectomya,,harmevillensis,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pholadomyoida,Ceratomyidae,,Ceratomya,,excentrica,,Ceromya,,excentrica,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pholadomyoida,Ceratomyidae,,Ceratomya,,paucilirata,,Ceromya,,paucilirata,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pholadomyoida,Ceratomyidae,,Ceratomya,,orbicularis,,Ceromya,,orbicularis,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pterioida,Cercomyidae,,Cercomya,"n. sp.",schoensis,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Anomalodesmata,Thraciidae,,Thracia,,incerta,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,,Naticidae,,Natica,,vicinalis,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,Architaenioglossa,Ampullinidae,,Globularia,,hemisphaerica,,Natica,,hemisphaerica,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,,Naticidae,,Natica,cf.,eudora,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,,Naticidae,,Natica,cf.,dubia,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,,Aporrhaidae,,Chenopus,cf.,ornatus,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,Neotaenioglossa,,,Harpagodes,cf.,thirriae,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,Neotaenioglossa,,,Cuphosolenus,cf.,dyoniseus,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,,Pleurotomariidae,,Pleurotomaria,,sp.,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,,Turbinidae,,Turbo,,sp.,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Rhynchonellata,Terebratulida,Postepithyrididae,,Xestosina,,suprajurensis,,Terebratula,,suprajurensis,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Rhynchonellata,Terebratulida,Zeilleriidae,,Zeilleria,,humeralis,,Terebratula,,humeralis,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Rhynchonellata,Terebratulida,Zeilleriidae,,Zeilleria,,egena,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Echinoidea,Hemicidaroida,,,Acrocidaris,,nobilis,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Rhynchonellata,Terebratulida,Postepithyrididae,,Xestosina,,subsella,,Terebratula,,subsella,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Gastropoda,Neotaenioglossa,,,Pterocera,,sp.,,,,,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Pterioida,Gryphaeidae,,Nanogyra,,nana,,Exogyra,,bruntrutana,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Mytiloida,Mytilidae,,Mytilus,,jurensis,,Mytilus,,tigrensis,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Veneroida,Mactromyidae,,Mactromya,,quadrata,,Lucina,,rugosa,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94491,Bivalvia,Veneroida,Cardiidae,,Integricardium,,bannesianum,,Fimbria,,subclathrata,Ethiopia,-11.89,24.50,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94494,Rhynchonellata,Rhynchonellida,Tetrarhynchiidae,,Daghanirhynchia,,daghaniensis,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Rhynchonellata,Rhynchonellida,Tetrarhynchiidae,,Daghanirhynchia,,macfadyeni,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Rhynchonellata,Rhynchonellida,Tetrarhynchiidae,,Somalirhynchia,,somalica,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Mytiloida,Mytilidae,,Musculus,,somaliensis,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Mytiloida,Mytilidae,,Modiolus,cf.,imbricatus,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Mytiloida,Mytilidae,,Arcomytilus,,laitmairensis,,Brachidontes,,laitmairensis,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Limoida,Limidae,,Plagiostoma,aff.,harronis,,Lima,aff.,harronis,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Pterioida,Gryphaeidae,,Gryphaea,,costellata,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Veneroida,Arcticidae,,Anisocardia,,sp.,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Veneroida,Mactromyidae,,Mactromya,,aequalis,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Veneroida,Mactromyidae,,Mactromya,,daghaniensis,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Anomalodesmata,Pholadomyidae,,Homomya,,inornata,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Anomalodesmata,Pholadomyidae,,Pholadomya,,somaliensis,,Pholadomya,,somaliensis,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Bivalvia,Anomalodesmata,Thraciidae,,Thracia,,viceliacensis,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Gastropoda,Architaenioglossa,Ampullinidae,,Ampullina,,sp.,,Ampullella,,sp.,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94494,Gastropoda,Neotaenioglossa,,,Pterocera,,sp.,,,,,Ethiopia,-10.44,24.16,Callovian,"Jurassic 5",164.700,161.200,"""limestone""","shallow subtidal indet."
94495,Rhynchonellata,Rhynchonellida,Tetrarhynchiidae,,Somalirhynchia,,somalica,,,,,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94495,Rhynchonellata,Terebratulida,Zeilleriidae,,Zeilleria,,latifrons,,,,,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94495,Bivalvia,Pterioida,Gryphaeidae,,Nanogyra,,fourtaui,,Exogyra,,fourtaui,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94495,Bivalvia,Pterioida,Malleidae,,Eligmus,cf.,rollandi,,,,,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94495,Bivalvia,Anomalodesmata,Pholadomyidae,,Pholadomya,cf.,protei,,Pholadomya,cf.,protei,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94495,Cephalopoda,Nautilida,Paracenoceratidae,,Paracenoceras,,hexagonum,,,,,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94495,Echinoidea,Salenioida,,,Recrosalenia,aff.,somaliensis,,,,,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94495,Echinoidea,Cassiduloida,,,Clypeus,aff.,williei,,,,,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94495,Bivalvia,Veneroida,Arcticidae,,Venilicardia,,hunti,,,,,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94496,Gastropoda,Architaenioglossa,Ampullinidae,,Ampullina,,coxi,,,,,Ethiopia,-10.67,24.14,Oxfordian,"Jurassic 5",161.200,155.700,"""limestone""","shallow subtidal indet."
94498,Rhynchonellata,Terebratulida,Terebratulidae,,Terebratula,,sp.,,,,,Ethiopia,-14.45,26.69,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94498,Bivalvia,Limoida,Limidae,,Plagiostoma,,harronis,,Lima,,harronis,Ethiopia,-14.45,26.69,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94498,Bivalvia,Pectinoida,Plicatulidae,,Plicatula,,sp.,,,,,Ethiopia,-14.45,26.69,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94498,Bivalvia,Mytiloida,Mytilidae,,Modiola,,subangustissima,,,,,Ethiopia,-14.45,26.69,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
94498,Bivalvia,Nuculoida,Nuculidae,,Palaeonucula,,cuneiformis,,Nucula,,cuneiformis,Ethiopia,-14.45,26.69,Kimmeridgian,"Jurassic 5",155.700,150.800,"""limestone""","shallow subtidal indet."
